Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3732,"A Kamilaris, FX Prenafeta-Boldú","Deep learning in agriculture: A survey",2018,"Computers and electronics in agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169917308803","https://scholar.google.com/scholar?cites=8236657255943610432&as_sdt=2005&sciodt=2007&hl=en",38,"2024-11-03 23:59:31","","","","",,,,,3732,622.00,1866,2,6,"… The most popular techniques used for analyzing images include machine learning (ML) (K-means, support vector machines (SVM), artificial neural networks (ANN) amongst others), …","https://arxiv.org/pdf/1807.11809","https://scholar.google.com/scholar?q=related:QKApdSJ8TnIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
40,"VK Gunjan, S Kumar, MD Ansari…","Prediction of agriculture yields using machine learning algorithms",2022,"… in Machine Learning, IoT …","Springer","https://link.springer.com/chapter/10.1007/978-981-16-6407-6_2","https://scholar.google.com/scholar?cites=11473172124912541034&as_sdt=2005&sciodt=2007&hl=en",39,"2024-11-03 23:59:31","","10.1007/978-981-16-6407-6_2","","",,,,,40,20.00,10,4,2,"… So we want to help farmers by creating a machine learning model that predicts the crop yield… So we came across an idea to implement a machine learning model which calculates the …","https://www.researchgate.net/profile/Vinit-Gunjan/publication/357765585_Proceedings_of_the_2nd_International_Conference_on_Recent_Trends_in_Machine_Learning_IoT_Smart_Cities_and_Applications_ICMISC_2021_ICMISC_2021/links/62d19689d351bd24f519c1f2/Proceedings-of-the-2nd-International-Conference-on-Recent-Trends-in-Machine-Learning-IoT-Smart-Cities-and-Applications-ICMISC-2021-ICMISC-2021.pdf#page=41","https://scholar.google.com/scholar?q=related:al1TmELlOJ8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
14,"A Mahmood, AK Tiwari, SK Singh…","Contemporary machine learning applications in agriculture: Quo Vadis?",2022,"Concurrency and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/cpe.6940","https://scholar.google.com/scholar?cites=930055737709916077&as_sdt=2005&sciodt=2007&hl=en",40,"2024-11-03 23:59:31","","10.1002/cpe.6940","","",,,,,14,7.00,4,4,2,"… Machine learning is one such agricultural automation tool that has been adopted briskly in … of agricultural data led the machine learning pervasive in multiple aspects of agriculture. This …","https://www.researchgate.net/profile/Atif-Mahmood-11/publication/359338613_Contemporary_machine_learning_applications_in_agriculture_Quo_Vadis/links/62db7badf3acdd5dc210b6d4/Contemporary-machine-learning-applications-in-agriculture-Quo-Vadis.pdf","https://scholar.google.com/scholar?q=related:rW-DC8Q46AwJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
14,"P Tripathi, N Kumar, M Rai, PK Shukla…","Applications of Machine Learning in Agriculture",2023,"… and Sustainable Rural …","igi-global.com","https://www.igi-global.com/chapter/applications-of-machine-learning-in-agriculture/324963","https://scholar.google.com/scholar?cites=11690327940881595844&as_sdt=2005&sciodt=2007&hl=en",41,"2024-11-03 23:59:31","","","","",,,,,14,14.00,3,5,1,"… quantity of agricultural products. In this chapter, some applications of machine learning technologies in agriculture have … This is the time when machine learning plays role in agriculture. …","https://www.researchgate.net/profile/Padmesh-Tripathi/publication/371553138_Applications_of_Machine_Learning_in_Agriculture/links/64e6702e0acf2e2b520d8810/Applications-of-Machine-Learning-in-Agriculture.pdf","https://scholar.google.com/scholar?q=related:xD0SAFNjPKIJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
420,"A Crane-Droesch","Machine learning methods for crop yield prediction and climate change impact assessment in agriculture",2018,"Environmental Research Letters","iopscience.iop.org","https://iopscience.iop.org/article/10.1088/1748-9326/aae159/meta","https://scholar.google.com/scholar?cites=8714730668252570549&as_sdt=2005&sciodt=2007&hl=en",42,"2024-11-03 23:59:31","","10.1088/1748-9326/aae159","","",,,,,420,70.00,420,1,6,"Crop yields are critically dependent on weather. A growing empirical literature models this relationship in order to project climate change impacts on the sector. We describe an …","https://iopscience.iop.org/article/10.1088/1748-9326/aae159/pdf","https://scholar.google.com/scholar?q=related:taNlwl7x8HgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
12,"S Koul","Machine learning and deep learning in agriculture",2021,"… Pedagogies of Deep Learning, Machine Learning …","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/b22627-1&type=chapterpdf","https://scholar.google.com/scholar?cites=5840448166493255314&as_sdt=2005&sciodt=2007&hl=en",43,"2024-11-03 23:59:31","","","","",,,,,12,4.00,12,1,3,"… Let us see some of the machine learning models which are used in the agriculture sector. • Machine learning application helps to count the number of coffee seeds in a branch and also …","","https://scholar.google.com/scholar?q=related:knbp1KlwDVEJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
14,"MT Habib, DM Raza, MM Islam…","Applications of computer vision and machine learning in agriculture: A state-of-the-art glimpse",2022,"… on innovative trends …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9744150/","https://scholar.google.com/scholar?cites=7189268838415345366&as_sdt=2005&sciodt=2007&hl=en",44,"2024-11-03 23:59:31","","","","",,,,,14,7.00,4,4,2,"… Agriculture sector is not an exception in this regard, rather such a potential application domain for machine learning … In this paper, we try to summarize the progress of machine learning …","","https://scholar.google.com/scholar?q=related:1iaIDOtpxWMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
37,"P Sharma, P Dadheech, N Aneja, S Aneja","Predicting agriculture yields based on machine learning using regression and deep learning",2023,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10271389/","https://scholar.google.com/scholar?cites=5778767534797223765&as_sdt=2005&sciodt=2007&hl=en",45,"2024-11-03 23:59:31","","","","",,,,,37,37.00,9,4,1,"… the past few years to anticipate agricultural yield production. In order to forecast India’s crop yield, this study uses various machine learning and deep learning approaches. The study …","https://ieeexplore.ieee.org/iel7/6287639/6514899/10271389.pdf","https://scholar.google.com/scholar?q=related:Vfclp3ROMlAJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
69,"R Katarya, A Raturi, A Mehndiratta…","Impact of machine learning techniques in precision agriculture",2020,"… : Machine Learning …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9091741/","https://scholar.google.com/scholar?cites=12005473365104522938&as_sdt=2005&sciodt=2007&hl=en",46,"2024-11-03 23:59:31","","","","",,,,,69,17.25,17,4,4,"… Precision Agriculture [2] includes the use of technology in proposing fertilizers, farming … precision agriculture called crop recommendation systems which use different machine learning …","","https://scholar.google.com/scholar?q=related:uvZ392oCnKYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
8,"R Khan, MA Khan, MA Ansari, N Dhingra…","Machine learning-based agriculture",2022,"… learning in agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780323905503000035","https://scholar.google.com/scholar?cites=10879885155399549047&as_sdt=2005&sciodt=2007&hl=en",47,"2024-11-03 23:59:31","","","","",,,,,8,4.00,2,5,2,"… area of agricultural research the rapid growth of deep learning … can overcome the disadvantages of machine learning (ML). In … 1.1 shows the farm share of agricultural GDP in India. …","","https://scholar.google.com/scholar?q=related:d8CinOcd_ZYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
95,"A Cravero, S Sepúlveda","Use and adaptations of machine learning in big data—Applications in real cases in agriculture",2021,"Electronics","mdpi.com","https://www.mdpi.com/2079-9292/10/5/552","https://scholar.google.com/scholar?cites=4567403140772675360&as_sdt=2005&sciodt=2007&hl=en",48,"2024-11-03 23:59:31","HTML","","","",,,,,95,31.67,48,2,3,"… Machine Learning (ML) have emerged as high-performance computing technologies to create new opportunities to unravel, quantify and understand agricultural … and ML for agriculture, …","https://www.mdpi.com/2079-9292/10/5/552","https://scholar.google.com/scholar?q=related:ID_CF_WsYj8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
38,"GS Patel, A Rai, NN Das, RP Singh","Smart agriculture: emerging pedagogies of deep learning, machine learning and internet of things",2021,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=1m8OEAAAQBAJ&oi=fnd&pg=PP1&dq=machine+learning+in+agriculture&ots=6HzFWy7CBU&sig=Hfew2wAng7M5530AlO3brxe-LgE","https://scholar.google.com/scholar?cites=10982253609953172818&as_sdt=2005&sciodt=2007&hl=en",49,"2024-11-03 23:59:31","BOOK","","","",,,,,38,12.67,10,4,3,"… Most agricultural research centres are already adopting Internet of Things for the … for agriculture administration through the effective implementation of Machine Learning, Deep Learning…","","https://scholar.google.com/scholar?q=related:Up2CxnjNaJgJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
40,"SS Kale, PS Patil","Data mining technology with fuzzy logic, neural networks and machine learning for agriculture",2019,"… Management, Analytics and Innovation: Proceedings of …","Springer","https://link.springer.com/chapter/10.1007/978-981-13-1274-8_6","https://scholar.google.com/scholar?cites=9698703125505300400&as_sdt=2005&sciodt=2007&hl=en",50,"2024-11-03 23:59:31","","10.1007/978-981-13-1274-8_6","","",,,,,40,8.00,20,2,5,"… So for better crop yield and correct informed decision by farmer can be done using Machine learning algorithm. The following table shows the varying parameters input to agriculture …","","https://scholar.google.com/scholar?q=related:sNe2URu3mIYJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
448,"TA Shaikh, T Rasool, FR Lone","Towards leveraging the role of machine learning and artificial intelligence in precision agriculture and smart farming",2022,"Computers and Electronics in Agriculture","Elsevier","https://www.sciencedirect.com/science/article/pii/S0168169922004367","https://scholar.google.com/scholar?cites=17123922623835397380&as_sdt=2005&sciodt=2007&hl=en",51,"2024-11-03 23:59:31","","","","",,,,,448,224.00,149,3,2,"… and processes, farm research, and agricultural production system management. The … machine learning in agriculture are important principles. Artificial intelligence in agriculture not only …","","https://scholar.google.com/scholar?q=related:BN37YuZkpO0J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
26,"PE Bayer, D Edwards","Machine learning in agriculture: from silos to marketplaces",2021,"Plant Biotechnology Journal","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8051597/","https://scholar.google.com/scholar?cites=4565631763711440242&as_sdt=2005&sciodt=2007&hl=en",52,"2024-11-03 23:59:31","HTML","","","",,,,,26,8.67,13,2,3,"… Deep learning represents a set of machine learning approaches that are not new, but have seen major advances in the last few years, with the adoption of deep learning in robotics …","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8051597/","https://scholar.google.com/scholar?q=related:crVCO-ZhXD8J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
108,"RLF Cunha, B Silva, MAS Netto","A scalable machine learning system for pre-season agriculture yield forecast",2018,"2018 IEEE 14th international …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/8588750/","https://scholar.google.com/scholar?cites=1013749366303703525&as_sdt=2005&sciodt=2007&hl=en",53,"2024-11-03 23:59:31","","","","",,,,,108,18.00,36,3,6,"… Machine-learning is one of the techniques gaining popularity for agriculture applications, specially … We propose a machine learning system that provides pre-season yield forecasting, …","https://arxiv.org/pdf/1806.09244","https://scholar.google.com/scholar?q=related:5UHPda2PEQ4J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
28,"BJ Chelliah, TP Latchoumi, A Senthilselvi","Analysis of demand forecasting of agriculture using machine learning algorithm",2024,"Environment, Development …","Springer","https://link.springer.com/article/10.1007/s10668-022-02783-9","https://scholar.google.com/scholar?cites=282412928488596667&as_sdt=2005&sciodt=2007&hl=en",54,"2024-11-03 23:59:31","","10.1007/s10668-022-02783-9","","",,,,,28,28.00,9,3,1,"… land and river deltas with appropriate agricultural land. In 2019, agricultural fields, primarily cropland, … (4), Stabilize the agricultural sector by looking at nearby potential destinations for …","https://www.researchgate.net/profile/Senthilselvi-Ayothi/publication/365933082_Analysis_of_demand_forecasting_of_agriculture_using_machine_learning_algorithm/links/645a5d402edb8e5f094adc6f/Analysis-of-demand-forecasting-of-agriculture-using-machine-learning-algorithm.pdf","https://scholar.google.com/scholar?q=related:u2SK6g9V6wMJ:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
38,"M Waleed, TW Um, T Kamal, SM Usman","Classification of agriculture farm machinery using machine learning and internet of things",2021,"Symmetry","mdpi.com","https://www.mdpi.com/2073-8994/13/3/403","https://scholar.google.com/scholar?cites=5744259678164522553&as_sdt=2005&sciodt=2007&hl=en",55,"2024-11-03 23:59:31","HTML","","","",,,,,38,12.67,10,4,3,"… In this paper, we apply the multi-class supervised machine learning techniques for classifying the agriculture farm machinery. The classification of farm machinery is important when …","https://www.mdpi.com/2073-8994/13/3/403","https://scholar.google.com/scholar?q=related:OZaYLr61t08J:scholar.google.com/&scioq=machine+learning+in+agriculture&hl=en&as_sdt=2007"
